,response,cbeta,cenpack,env,hs_pair,pair,rg,rsigma,sheet,ss_pair,vdw,fa_atr,fa_dun,fa_elec,fa_intra_rep,fa_intra_sol_xover4,fa_rep,fa_sol,hbond_bb_sc,hbond_lr_bb,hbond_sc,hbond_sr_bb,dslf_fa13,lk_ball_wtd,omega,p_aa_pp,pro_close,rama_prepro,ref,yhh_planarity,pack,ss_mis,one_core_each,two_core_each,ss_contributes_core,n_charged,netcharge,total_score_per_res,contact_all_per_res,contact_buried_core_boundary_per_res,contact_buried_core_per_res,degree_per_res,degree_core_per_res,degree_core_boundary_per_res,exposed_hydrophobics_per_res,exposed_total_per_res,exposed_polars_per_res,polar_over_hydrophobic,buried_np_per_res,buried_np_AFILMVWY_per_res,buried_over_exposed,buried_over_exposed_AFILMVWY
0,1.0,0.22332953594428742,-0.2762850332301032,0.8508874753050487,0.4259718026981374,1.4919106818428551,0.7835311084616342,-1.691048537931175,0.027680867406507235,-1.734772087334955,-0.43338556778652976,-0.4005507053933156,-1.478083362172182,-0.292389422634472,-0.9070442859155682,-1.701010884652062,-1.3360290138280804,0.3423515108933352,-0.37352709633550474,-1.06892421856812,-0.7999314536888146,0.41264806972240636,0.538017056695904,0.06203842964448706,-1.6651089712815006,0.18917826890677175,0.4636788948872127,-0.6325924102171588,1.7991274752083726,-0.20542575114859715,1.3943139939090121,1.0613377592417323,-0.47896810508242355,-1.1819793783317707,-1.353473275541917,-0.6676576213375148,0.6676576213374587,-0.8506291820480342,-0.856183541711583,-0.6349451501252711,-1.7327001318051396,-0.5877869384442924,-0.5528129150713641,-1.176170803310299,0.5338058825655324,-0.9954017844098154,-0.9566205802270138,-0.8750577821844778,0.7357982498814818,0.716757886552739,-0.4997318015668312,-0.5287257906576741
1,1.0,-1.0087311551589413,1.5441228149083885,-1.494376773821338,0.00980484363413531,-1.3010031260301198,-1.4138821244379989,1.1905474385977164,-1.1876556362006956,1.8344544016680564,2.50038040968452,-1.3877614183241052,1.135659417420632,-0.9121909713899963,0.34162893246009257,1.3634899989193816,1.2336521254941488,1.2297987409996114,0.6070392118166752,1.7676502637464926,-0.7345221755206163,-0.7700592129328122,0.31928442059239737,0.9234082300584411,1.9443417003945305,0.2864259213300031,1.2549111823614287,0.9637086228450934,-1.046685573287758,-1.0810182772531054,-1.1464465865407822,-1.3716157795944781,-1.8752370117811903,0.8630623657536256,-0.9683612104717544,1.616820340699745,-1.6168203406998884,0.991522720928427,1.7763526622243742,2.072929508988947,0.6552872147139942,1.3839757754873363,1.5360402798209294,1.5846604115255585,0.7808549995949108,0.34222007011177025,-0.18059805389606323,-0.3985095340798547,0.8874301767841437,0.9141672084557249,-0.06468175810778233,3.347225158887763e-06
2,1.0,1.0611280253480067,0.24173790194154976,-1.0594040662056812,0.9321979641308146,0.024868943603552376,0.8010868143413892,0.04524600547955558,1.576304869646715,-0.1838496313468024,-0.2652878078528493,1.1852989920320818,-0.1339821976854432,-0.6354147387762764,-0.7944708320920172,-0.80141298323848,-1.172025086010656,0.8364848617746715,-0.9209577142640806,-0.6453935847160036,0.33906445079432534,0.6612774309736812,0.538017056695904,-0.6184521141469728,0.16307629177398467,0.56046510375705,-1.3767105816160066,-0.9869946192852012,-1.0549983583677465,-0.11510215855894991,-1.2446150605140924,0.1349015695418744,0.9855728066222863,1.4010883972620707,1.160854109702715,0.237086126004057,-0.23708612600408543,-0.7060616289749045,-0.8139972938326433,-0.4512410987195604,-0.523554999013239,0.1159962620562575,0.18282058754779482,1.0158541987084202,-0.4212256853122793,1.4816878123780948,1.226711845047869,1.0206334546683105,1.073068197798631,1.033468763930732,0.06097028665951742,-0.002949427353633322
3,0.0,0.5087566697399399,-1.6215440949870958,0.5020390005658916,0.9421941795538293,0.2965395657325046,0.31956752375480174,-1.5713229691111368,0.19509133022281785,-1.7664276894557278,-0.3556700687863743,1.0726590127869822,-1.145188358146022,-0.7120171246433379,-0.4136558765925447,-0.0990498926040616,-0.9108484613521713,0.2697742375015511,-1.2077616872267933,-0.654790933430716,-1.7227433515050978,1.4432892816655107,0.538017056695904,2.211322838622602,-0.7576610655469909,-1.1651314934249144,1.5945153719811918,-0.6771094407222914,0.16796341069774168,1.4070153056423285,0.24406801902466482,0.23184322947466987,-0.05716561664679754,-0.8173897917319992,-0.2314961981183234,-0.6676576213375148,0.6676576213374587,0.016306987345413405,-0.4571790058835149,-0.8486419574992189,0.18939410589341585,-0.20585673989001582,-0.4392453273633103,0.27329461557229195,0.1369015389201091,-0.993087050670306,-0.7453649995276065,-0.5949294929265349,-0.5972037976025784,-0.5831231027576729,-0.5264815512824353,-0.5063104442576138
4,1.0,1.0212752837993406,-0.2743597640876042,-1.3138614811045572,1.0206485856022538,-1.238156818113311,0.18485975139683997,0.2596561924912636,-0.008132516088193866,0.19064670404893008,0.1587416623998303,-1.4494320360342794,1.3997785623626477,-0.6770430444203187,1.8262497074310673,0.4778989832245991,1.0295485635744517,0.17392130520449264,-0.5255452787517675,-0.7144650125626902,1.0605946515707132,-0.2154463868227123,0.538017056695904,-1.027734442894417,0.5498787487680337,0.2777697722246313,-1.4034595306218116,-0.49433679191657676,-0.4378654837102535,-0.3412201120727046,-0.5704196324943221,-1.3757306606271225,0.5260099840573516,1.478104496272412,0.738346929744857,-0.2167738130403599,0.21677381304064816,-1.0436942658622523,1.5307281248617297,1.8894883911980744,1.9956669058398897,-0.8943517706673435,-0.6568428447949907,0.06248889789174615,-1.1129637268031194,1.5094137705314716,1.610950890273978,1.5460973750372777,-1.6108594528910105,-1.6105003717334472,1.4866912942435118,1.4685932597163809
5,1.0,0.4509005779390698,1.3224679874803629,0.17781174801860283,-1.7857611716939437,0.39748332554314364,1.4600462970052124,1.0442160783521481,-0.632096026619049,0.9428012437524916,-0.35539474023505707,0.6013188024675367,0.2355093508035547,0.5781636373584357,-0.556088793641804,-0.8911401611520919,-0.7844519748256674,-0.006015765616535287,1.1064956313961383,0.003693331096697314,-0.24670417110989695,-1.1991429950915182,0.538017056695904,-1.00296734320089,-0.39582450588103374,2.1240661366801503,-0.7121767196349582,-0.3095800876286061,0.06341241272436293,0.047164288586562075,0.25994526867582785,1.1203186961656244,0.7163013740725342,0.5583654519340803,0.5295888970491242,0.6939517600094206,-0.6939517600093141,0.2172037620183912,-1.068198727003769,-0.5498203060783923,-0.6238377874462562,0.523728339742424,0.8284677357790299,0.9160201669128469,0.4253464102832431,0.444128376945966,0.07628479776632213,-0.09883142113680586,0.559093788189051,0.5142048565943947,-0.4419391939476766,-0.5246956982057235
6,0.0,-2.0746214348587277,1.2194894756175574,2.437087854872243,1.6546378531990973,0.06478619728966377,-2.3064556901842437,0.7007535355222042,2.60130578324134,1.0854501519593114,2.019674377676298,-1.053852650029054,0.622223083742318,0.012971607104768553,0.9264719713406468,0.8578876426207555,2.184298982703347,0.22436664533004277,-1.3063530182141945,2.0999195043780228,0.2460588756544723,0.5147919477504965,-2.821675275306005,0.7352699995836074,1.0161053139328937,-1.781929289316398,1.289407277630506,1.7711972838940853,0.6357682117020405,0.5177027980785796,0.9630341222070125,1.254320988108508,-1.7316955719940623,-1.5489690026063736,-0.6712237514646702,1.3849515292453827,-1.3849515292450096,1.4739609378016758,0.8013018018055807,0.17472306607925323,0.4544450174910699,1.5922982852111534,1.9731402738799868,0.05356928758163838,1.121791719161408,-1.4448523462678677,-1.5718599219068683,-1.5008229447990402,1.5277247530006437,1.5679099382797281,-0.7677563947934655,-0.672646312219972
7,1.0,0.4786677906119051,0.9373821167729935,-0.20893789086513195,-1.441138825337821,0.06677273138513108,0.8103291111808494,0.8150915038854917,0.5242978583661206,0.5789787892142317,-0.4276119399298196,1.0895017593429162,-0.08655513176742911,0.3690065517946169,-0.9699543946531453,-1.0060940548649273,-1.0407989651514404,0.14805100904455265,0.13102966377424516,-0.019554700028844723,0.3667460370848676,-0.32624643443006857,0.538017056695904,-0.4665476751583066,-0.2060031234317593,1.5287818812846823,-1.2635696234469647,-0.27616452826032384,-0.2345540465514657,0.1435572645503596,0.9211387703811866,0.7870961276889289,0.7597182966769205,0.7861538709706677,0.7821813588713934,0.46514136810247003,-0.4651413681027857,0.018989407642911505,-1.653631357891795,-1.0084716152047208,-0.14747876750544445,0.3959212970664139,-0.3013003214194025,0.9871980254922246,0.4886386518982898,0.4353395665917436,0.036890505612962116,-0.14745451202317789,0.3585226930421976,0.3227281560961974,-0.686914041718381,-0.7548874212497176
8,0.0,0.16267031480710425,-1.7425001112093659,-0.02942765154021461,-0.30461229732544354,0.6418062280364931,0.6579912792248074,-1.0034785051127737,-1.4869440122971869,-1.0512880488640939,-0.5682656050462367,-1.3695814554063013,0.353885817121615,-1.6433310176480151,1.7906459521318496,1.004273059242895,0.5179417077601943,0.8644043334435725,-0.31942507953939137,-0.7095207355323249,-1.5811622491270545,-1.4191881431080624,0.538017056695904,1.3524567330426385,-1.5628556229435628,-0.9669126775309556,-0.737073447366976,-1.4266635622630475,0.5538049321947495,0.3079457485676132,-0.9419832780349977,0.026773748504476662,-1.1232222101372256,-1.2066072841815574,-1.0427719310246226,-0.6676576213375148,0.6676576213374587,-1.6803161283674457,1.3192907909001723,0.9409499639673323,0.2817608331423358,-0.6362985524104636,-0.43507111450302244,-0.4778100363235685,-1.1555403962712845,-0.34764550496738716,0.37486918050006446,0.6550440738500636,-1.2364685974589822,-1.2304702727286918,1.3744696163673313,1.3737894678310216
9,0.0,-1.477791062313029,-0.2892276831775805,1.6497990500495308,-0.024988338466016686,-0.24826946746669287,-0.8709607728128832,-1.4211769635873712,0.48824892980100465,-1.3573877091804292,-0.5420879706191123,0.2954935776812756,-1.1313369894478502,1.718872195651946,-1.1630191976840452,-0.569389789079445,-0.5631056392419062,-1.1028037349916442,1.3509616266221445,-0.2654370671687659,1.1311903878382201,2.3461518901932057,-1.1284532413362784,-0.4633713201091646,-0.7243394474858913,-1.1647215567578728,0.588328859572532,1.2959416594969038,1.1249085893060615,-1.5867927110131985,0.9087639387673306,0.06927275113637361,-0.14704371836715993,-1.406268756891921,-0.6591020117677311,-1.3384668108425788,1.3384668108426692,0.8141749546581856,-1.1849436128211361,-1.8378530143681207,-1.885014486311989,-0.8310374016151666,-1.1461923115500523,-1.6415637155164926,-0.06282104637978539,-2.2000092701714595,-1.4578119403384378,-1.0457135914165132,0.9249515940066485,0.9495571637423256,-0.1418074609071302,-0.08118240140411319
